"","ID","Reference","Data.source","Longitude","Latitude","Elevation","MAT","MAP","PET","Climate","Ecosystem.type","Methods","Site","MurA","GlcN","SOC","TN","TP","C.N","MBC","MBN","MBC.N","pH","Sand","Silt","Clay"
"1314",1314,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1315",1315,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1316",1316,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1317",1317,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1318",1318,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1319",1319,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1320",1320,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1321",1321,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1322",1322,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1323",1323,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1324",1324,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1325",1325,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1326",1326,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1327",1327,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1328",1328,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1329",1329,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1330",1330,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1331",1331,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1332",1332,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1333",1333,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1334",1334,149,"A2",-83.24,33.54,183,16.5,1270,1536,"C","Cropland","GC","Horseshoe Bend, GA, USA",NA,NA,6.1,1.5,0.4,4.07,144.16,45.49,3.17,5.6,20,62,18
"1335",1335,150,"A2",128.06,42.24,600,2.6,708,894,"D","forest","GC","Changbai Mountains, Chi",224,5395,59.2,7.49,1.2,18.56,243.31,47.02,5.17,5.75,40,43,17
"1336",1336,150,"A2",128.06,42.24,600,2.6,708,894,"D","forest","GC","Changbai Mountains, Chi",302,6796,59.2,10.06,1.2,16.66,243.31,47.02,5.17,5.66,40,43,17
"1337",1337,150,"A2",128.06,42.24,600,2.6,708,894,"D","forest","GC","Changbai Mountains, Chi",309,7334,59.2,11.01,1.2,17.37,243.31,47.02,5.17,5.5,40,43,17
"1338",1338,150,"A2",128.06,42.24,600,2.6,708,894,"D","forest","GC","Changbai Mountains, Chi",315,7535,59.2,10.61,1.2,17.98,243.31,47.02,5.17,5.61,40,43,17
"1339",1339,150,"A2",128.06,42.24,600,2.6,708,894,"D","forest","GC","Changbai Mountains, Chi",285,6337,59.2,9.91,1.2,17.8,243.31,47.02,5.17,6.06,40,43,17
"1340",1340,151,"A2",12.16,55.41,18,9.7,547,782,"C","Cropland","LC","Taastrup, Denmark",64,987,35.2,1.6,0.5,9.9,303.99,59.17,5.14,7,69.8,14.3,12.6
"1341",1341,151,"A2",12.16,55.41,18,9.7,547,782,"C","Cropland","LC","Taastrup, Denmark",83,1127,35.2,2.1,0.5,9.7,303.99,59.17,5.14,7,69.8,14.3,12.6
"1342",1342,151,"A2",12.16,55.41,18,9.7,547,782,"C","Cropland","LC","Taastrup, Denmark",94,1097,35.2,2.5,0.5,9.8,303.99,59.17,5.14,7,69.8,14.3,12.6
"1343",1343,151,"A2",12.16,55.41,18,9.7,547,782,"C","Cropland","LC","Taastrup, Denmark",93,1250,35.2,2.1,0.5,10.2,303.99,59.17,5.14,7,69.8,14.3,12.6
"1344",1344,152,"A2",116.17,42.02,1358,2.1,382,1238,"D","Grassland","GC","Duolun, Chi",72,1146,5.5,1.48,0.5,14.23,534.36,97.93,5.46,7,33,53,13
"1345",1345,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,919,38.2,13,0.8,38.31,396.94,59.86,6.63,6.8,35,42,23
"1346",1346,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,3656,38.2,13,0.8,36.62,396.94,59.86,6.63,6.8,35,42,23
"1347",1347,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,3555,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1348",1348,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,2550,22.1,16,0.7,30.06,324.66,63.02,5.15,6.6,31,13,54
"1349",1349,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,1826,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1350",1350,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,1001,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1351",1351,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,1199,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1352",1352,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,3658,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1353",1353,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,4199,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1354",1354,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,7558,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1355",1355,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,1076,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1356",1356,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,2490,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1357",1357,153,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,1708,38.2,14,0.8,26.93,396.94,59.86,6.63,6.8,35,42,23
"1358",1358,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,5518,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1359",1359,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,4082,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1360",1360,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,2355,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1361",1361,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,2741,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1362",1362,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,4946,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1363",1363,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,3269,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1364",1364,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,3218,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1365",1365,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,4303,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1366",1366,153,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,4645,22.1,14,0.7,26.93,324.66,63.02,5.15,6.6,31,13,54
"1367",1367,154,"A2",9.34,51.31,500,7.3,1100,783,"C","forest","GC","Solling, Germany",34,3431,16.1,11.6,0.6,40.3,230.69,74.01,3.12,6.7,55,26,18
"1368",1368,154,"A2",9.34,51.31,500,7.3,1100,783,"C","forest","GC","Solling, Germany",1163,17073,16.1,16,0.6,26.1,230.69,74.01,3.12,6.7,55,26,18
"1369",1369,154,"A2",9.34,51.31,500,7.3,1100,783,"C","forest","GC","Solling, Germany",114,8696,16.1,13.8,0.6,25.6,230.69,74.01,3.12,6.7,55,26,18
"1370",1370,154,"A2",9.34,51.31,500,7.3,1100,783,"C","forest","GC","Solling, Germany",144,1567,16.1,1.9,0.6,20.3,230.69,74.01,3.12,6.7,55,26,18
"1371",1371,154,"A2",9.34,51.31,500,7.3,1100,783,"C","forest","GC","Solling, Germany",13,377,16.1,0.8,0.6,16.8,230.69,74.01,3.12,6.7,55,26,18
"1372",1372,155,"A2",-71.13,46.34,514,4,1416,780,"D","Cropland","GC","Saint-Lambertde-Lauzon, Cada",19,183,44.8,1.4,0.7,11.79,400.02,67.29,5.94,6.2,33,47,20
"1373",1373,155,"A2",-71.13,46.34,514,4,1416,780,"D","Cropland","GC","Saint-Lambertde-Lauzon, Cada",20,213,44.8,1.4,0.7,11.79,400.02,67.29,5.94,6.2,33,47,20
"1374",1374,155,"A2",-71.13,46.34,514,4,1416,780,"D","Cropland","GC","Saint-Lambertde-Lauzon, Cada",16,196,44.8,1.4,0.7,11.79,400.02,67.29,5.94,6.2,33,47,20
"1375",1375,156,"A2",115.03,26.44,530,17.8,1470,1208,"C","Cropland","LC","Qianyanzhou, Jiangxi, Chi",23,99,15,1,0.3,9.1,307,58.64,5.24,5.4,48,30,22
"1376",1376,157,"A2",124.48,43.3,65,5.6,595,1195,"D","Cropland","GC","Gongzhuling, Jilin, Chi",45,710,18.6,1.65,0.9,10.55,212.67,80.03,2.66,6.3,23,50,27
"1377",1377,157,"A2",124.48,43.3,65,5.6,595,1195,"D","Cropland","GC","Gongzhuling, Jilin, Chi",45,712,18.6,1.65,0.9,10.55,212.67,80.03,2.66,6.3,23,50,27
"1378",1378,158,"A2",124.49,43.3,65,5.6,595,1195,"D","Cropland","GC","Gongzhuling, Jilin, Chi",51,769,18.6,1.51,0.9,10.68,212.67,80.03,2.66,6.1,27.7,50.1,22.2
"1379",1379,159,"A2",92.56,34.51,4671,-3.8,383,1002,"E","Grassland","GC","Beiluhe, Chi",56,809,15.6,1.25,0.6,13.2,67,103.91,0.64,8.69,35,50,15
"1380",1380,159,"A2",92.56,34.51,4671,-3.8,383,1002,"E","Grassland","GC","Beiluhe, Chi",67,962,15.6,1.16,0.6,11.6,67,103.91,0.64,8.8,35,50,15
"1381",1381,159,"A2",92.56,34.51,4671,-3.8,383,1002,"E","Grassland","GC","Beiluhe, Chi",43,616,15.6,0.94,0.6,10.6,67,103.91,0.64,8.8,35,50,15
"1382",1382,159,"A2",92.56,34.51,4671,-3.8,383,1002,"E","Grassland","GC","Beiluhe, Chi",33,472,15.6,0.72,0.6,10.3,67,103.91,0.64,8.97,35,50,15
"1383",1383,159,"A2",92.56,34.51,4671,-3.8,383,1002,"E","Grassland","GC","Beiluhe, Chi",83,1188,15.6,2.8,0.6,7.5,67,103.91,0.64,9.08,35,50,15
"1384",1384,160,"A2",7.55,44.09,1609,5.4,1282,957,"C","forest","GC","vette, Ormea, Italy",69,781,96,1.5,0.6,64,1613.63,114.61,14.08,7.4,36,46,18
"1385",1385,160,"A2",7.55,44.09,1312,5.4,1282,957,"C","forest","GC","Secae, Ormea, Italy",114,968,96,1.5,0.6,64,1173.93,79.87,14.7,7.4,36,46,18
"1386",1386,160,"A2",7.55,44.09,1321,5.4,1282,957,"C","forest","GC","Valco, Ormea, Italy",105,918,96,1.5,0.6,64,1143.76,93.2,12.27,7.4,36,46,18
"1387",1387,160,"A2",7.55,44.09,1609,5.4,1282,957,"C","forest","GC","vette, Ormea, Italy",27,511,96,1.5,0.6,64,2258.57,121.63,18.57,7.4,36,46,18
"1388",1388,160,"A2",7.55,44.09,1321,5.4,1282,957,"C","forest","GC","Valco, Ormea, Italy",46,703,96,1.5,0.6,64,2886.78,153.34,18.83,7.4,36,46,18
"1389",1389,160,"A2",7.55,44.09,1609,5.4,1282,957,"C","forest","GC","vette, Ormea, Italy",110,872,96,1.5,0.6,64,1989.61,99.88,19.92,7.4,36,46,18
"1390",1390,160,"A2",7.55,44.09,1312,5.4,1282,957,"C","forest","GC","Secae, Ormea, Italy",96,963,96,1.5,0.6,64,1716.13,74.93,22.9,7.4,36,46,18
"1391",1391,160,"A2",7.55,44.09,1321,5.4,1282,957,"C","forest","GC","Valco, Ormea, Italy",46,767,96,1.5,0.6,64,1371.44,318.82,4.3,7.4,36,46,18
"1392",1392,160,"A2",7.55,44.09,1312,5.4,1282,957,"C","forest","GC","Secae, Ormea, Italy",46,781,96,1.5,0.6,64,373.02,28.25,13.2,7.4,36,46,18
"1393",1393,160,"A2",7.55,44.09,1321,5.4,1282,957,"C","forest","GC","Valco, Ormea, Italy",132,904,96,1.5,0.6,64,283.56,25.55,11.1,7.4,36,46,18
"1394",1394,160,"A2",7.55,44.09,1609,5.4,1282,957,"C","forest","GC","vette, Ormea, Italy",110,502,96,1.5,0.6,64,1208.37,144.79,8.35,7.4,36,46,18
"1395",1395,160,"A2",7.55,44.09,1312,5.4,1282,957,"C","forest","GC","Secae, Ormea, Italy",46,708,96,1.5,0.6,64,1285.08,134.38,9.56,7.4,36,46,18
"1396",1396,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",3.621461847,38.57475929,5.08,0.31,0.4,16.38709677,224.9,59.96,3.75,8.2,31,47,22
"1397",1397,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",9.861095831,119.7956836,10.861,0.76,0.4,14.29078947,224.9,59.96,3.75,7.8,31,47,22
"1398",1398,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",12.00232515,40.10036006,5.270166667,0.285,0.4,18.49181287,224.9,59.96,3.75,7.8,31,47,22
"1399",1399,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",27.49429048,381.5568714,17.81233333,1.761111111,0.4,10.11425868,224.9,59.96,3.75,7.3,31,47,22
"1400",1400,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",13.09501719,264.3436377,14.4515,1.41875,0.4,10.1860793,224.9,59.96,3.75,7.3,31,47,22
"1401",1401,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",1.87920784,54.2402964,5.724833333,0.459166667,0.4,12.46787659,224.9,59.96,3.75,7.3,31,47,22
"1402",1402,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",13.75413016,27.39566316,5.106166667,0.38,0.4,13.4372807,224.9,59.96,3.75,7.3,31,47,22
"1403",1403,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",8.238357524,28.40682639,5.181333333,0.34,0.4,15.23921569,224.9,59.96,3.75,7.3,31,47,22
"1404",1404,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",8.308037118,37.14234176,5.074833333,0.35,0.4,14.49952381,224.9,59.96,3.75,7.3,31,47,22
"1405",1405,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",12.20792974,34.00504918,5.4405,0.375,0.4,14.508,224.9,59.96,3.75,7.3,31,47,22
"1406",1406,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",37.79585408,524.3034187,17.58333333,2.120714286,0.4,8.291231616,224.9,59.96,3.75,5.1,31,47,22
"1407",1407,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",27.43952238,485.0964139,15.3375,1.844,0.4,8.317516269,224.9,59.96,3.75,5.1,31,47,22
"1408",1408,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",13.22670551,154.2857857,6.61425,0.904166667,0.4,7.315299539,224.9,59.96,3.75,5.1,31,47,22
"1409",1409,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",14.03160896,38.9743298,5.801666667,0.48,0.4,12.08680556,224.9,59.96,3.75,5.1,31,47,22
"1410",1410,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",11.44833421,27.42008519,4.71775,0.42,0.4,11.2327381,224.9,59.96,3.75,5.1,31,47,22
"1411",1411,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",10.56422953,27.18346403,4.719833333,0.42,0.4,11.23769841,224.9,59.96,3.75,5.1,31,47,22
"1412",1412,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",10.7151397,31.12031152,5.206833333,0.43,0.4,12.10891473,224.9,59.96,3.75,5.1,31,47,22
"1413",1413,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",49.42017124,512.4808652,22.60166667,2.495,0.4,9.058784235,224.9,59.96,3.75,5.5,31,47,22
"1414",1414,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",21.78994953,474.4515607,14.86916667,1.612222222,0.4,9.222777395,224.9,59.96,3.75,5.5,31,47,22
"1415",1415,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",3.301021509,106.7396785,7.117083333,0.7125,0.4,9.988888889,224.9,59.96,3.75,5.5,31,47,22
"1416",1416,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",11.27591052,44.22402185,5.224166667,0.465,0.4,11.23476703,224.9,59.96,3.75,5.5,31,47,22
"1417",1417,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",17.07473648,34.56412476,4.888888889,0.48,0.4,10.18518519,224.9,59.96,3.75,5.5,31,47,22
"1418",1418,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",42.05124721,29.75276442,4.651866667,0.465,0.4,10.00401434,224.9,59.96,3.75,5.5,31,47,22
"1419",1419,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",101.7491549,472.0999359,23.23375,2.327,0.4,9.984422003,224.9,59.96,3.75,6.8,31,47,22
"1420",1420,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",22.56522514,467.0153059,17.98416667,1.97625,0.4,9.100147586,224.9,59.96,3.75,6.8,31,47,22
"1421",1421,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",59.03006148,175.6295899,8.578333333,1.05,0.4,8.16984127,224.9,59.96,3.75,6.8,31,47,22
"1422",1422,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",3.462027599,75.71439645,4.12,0.555,0.4,7.423423423,224.9,59.96,3.75,6.8,31,47,22
"1423",1423,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",5.544760355,37.92457977,5.276666667,0.67,0.4,7.875621891,224.9,59.96,3.75,6.8,31,47,22
"1424",1424,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",3.643487956,14.62370027,3.285833333,0.535,0.4,6.141744548,224.9,59.96,3.75,6.8,31,47,22
"1425",1425,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",2.301989999,29.00073175,5.95,0.445,0.4,13.37078652,224.9,59.96,3.75,6.8,31,47,22
"1426",1426,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",NA,17.83972934,2.0825,0.31,0.4,6.717741935,224.9,59.96,3.75,6.8,31,47,22
"1427",1427,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",85.98657905,368.6603851,13.96833333,1.579285714,0.4,8.844715815,224.9,59.96,3.75,5.5,31,47,22
"1428",1428,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",19.57783759,508.7095464,11.04166667,1.304,0.4,8.467535787,224.9,59.96,3.75,5.5,31,47,22
"1429",1429,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",7.895408374,157.091999,6.069166667,0.725714286,0.4,8.363024934,224.9,59.96,3.75,5.5,31,47,22
"1430",1430,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",5.50869666,35.97762917,4.629166667,0.615,0.4,7.527100271,224.9,59.96,3.75,5.5,31,47,22
"1431",1431,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",4.5728101,18.92458801,2.8075,0.51,0.4,5.504901961,224.9,59.96,3.75,5.5,31,47,22
"1432",1432,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",5.660467131,30.88705252,3.9225,0.625,0.4,6.276,224.9,59.96,3.75,5.5,31,47,22
"1433",1433,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",15.71835681,41.31104924,15.4175,1.39,0.4,11.09172662,224.9,59.96,3.75,5.5,31,47,22
"1434",1434,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",10.08748143,16.6870857,3.52,0.475,0.4,7.410526316,224.9,59.96,3.75,5.5,31,47,22
"1435",1435,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",144.7971705,589.9647181,29.99166667,3.557142857,0.4,8.431392236,224.9,59.96,3.75,5.5,31,47,22
"1436",1436,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",36.13781312,372.9449992,20.54,2.095,0.4,9.804295943,224.9,59.96,3.75,5.1,31,47,22
"1437",1437,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",32.86191323,51.52139388,5.4875,0.578125,0.4,9.491891892,224.9,59.96,3.75,5.1,31,47,22
"1438",1438,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",26.50621774,21.93905827,3.491666667,0.44,0.4,7.935606061,224.9,59.96,3.75,5.1,31,47,22
"1439",1439,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",2.701657596,22.9603538,2.623333333,0.383333333,0.4,6.843478261,224.9,59.96,3.75,5.1,31,47,22
"1440",1440,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",12.78241602,10.9296791,1.61375,0.313333333,0.4,5.150265957,224.9,59.96,3.75,5.1,31,47,22
"1441",1441,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",2.129966167,10.26889185,1.406666667,0.315,0.4,4.465608466,224.9,59.96,3.75,5.1,31,47,22
"1442",1442,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",12.680599,270.5797401,10.57966667,1.133,0.4,9.337746396,224.9,59.96,3.75,7.1,31,47,22
"1443",1443,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",14.70825614,164.8498656,8.181611111,0.849,0.4,9.636762204,224.9,59.96,3.75,7.1,31,47,22
"1444",1444,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",19.28376041,62.53478641,6.350055556,0.59,0.4,10.76280603,224.9,59.96,3.75,7.1,31,47,22
"1445",1445,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",11.36436645,61.70507236,5.554166667,0.525,0.4,10.57936508,224.9,59.96,3.75,7.1,31,47,22
"1446",1446,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",24.15461524,84.8445137,4.805444444,0.455,0.4,10.56141636,224.9,59.96,3.75,7.1,31,47,22
"1447",1447,161,"A3",121.23,30.16,10,16.3,1325,1272,"C","Cropland","GC","Yangtze River Delta, Chi",4.641396913,37.82725666,4.681111111,0.39,0.4,12.002849,224.9,59.96,3.75,7.1,31,47,22
