"","ID","Reference","Data.source","Longitude","Latitude","Elevation","MAT","MAP","PET","Climate","Ecosystem.type","Methods","Site","MurA","GlcN","SOC","TN","TP","C.N","MBC","MBN","MBC.N","pH","Sand","Silt","Clay"
"533",533,63,"A1",11.83,51.37,123,8.8,480,867,"C","Cropland","LC","Bad Lauchstädt (SFEBL), Sachsen-Anhalt, Germany",28.78,474.07,16.8,1.4,0.5,12,227.08,69.54,3.27,7.33,11.2,67.8,21
"534",534,64,"A1",9.41,51.26,270,9.2,650,822,"D","Forest","GC","Hannoversch-Münden, Gottingen, Germany",NA,NA,17.35,1.68,0.6,10.31,230.69,74.01,3.12,3.95,65,27.3,7.7
"535",535,64,"A1",9.41,51.26,270,9.2,650,822,"D","Forest","GC","Hannoversch-Münden, Gottingen, Germany",NA,NA,0.66,0.95,0.6,0.7,230.69,74.01,3.12,3.95,65,27.3,7.7
"536",536,64,"A1",9.45,51.28,470,9.2,650,818,"D","Forest","GC","Dransfeld, Gottingen, Germany",NA,NA,34.57,2.44,0.6,14.16,230.69,74.01,3.12,4.25,1,87.5,11.5
"537",537,64,"A1",9.45,51.28,470,9.2,650,818,"D","Forest","GC","Dransfeld, Gottingen, Germany",NA,NA,8.84,1.31,0.6,6.75,230.69,74.01,3.12,4.25,1,87.5,11.5
"538",538,64,"A1",10.25,51.58,200,9.2,650,815,"D","Forest","GC","Rüdershausen, Germany",NA,NA,9.03,1.32,0.6,6.85,311.81,56.86,5.48,4.25,3.2,87.5,9.3
"539",539,64,"A1",10.25,51.58,200,9.2,650,815,"D","Forest","GC","Rüdershausen, Germany",NA,NA,2.12,1.01,0.6,2.09,311.81,56.86,5.48,4.25,3.2,87.5,9.3
"540",540,65,"A1",102.52,34.66,3009,1.7,545,924,"D","Grassland","GC","Gann, Gansu, Chi",88,1688,45.5,3.2,0.6,14.22,287.5,102.75,2.8,7.4,65,16,19
"541",541,65,"A1",102.52,34.66,3009,1.7,545,924,"D","Grassland","GC","Gann, Gansu, Chi",18,1172,33.4,2.2,0.6,15.18,287.5,102.75,2.8,7.4,44,36,20
"542",542,65,"A1",102.52,34.66,3009,1.7,545,924,"D","Cropland","GC","Gann, Gansu, Chi",35,1184,33.1,2.2,0.6,15.05,287.5,102.75,2.8,7.4,35,43,22
"543",543,65,"A1",102.49,34.59,2968,1.7,545,1027,"D","Grassland","GC","Gann, Gansu, Chi",94,1802,41.2,3.1,0.7,13.29,307.74,108.59,2.83,7.41,50,34,16
"544",544,65,"A1",102.49,34.59,2968,1.7,545,1027,"D","Cropland","GC","Gann, Gansu, Chi",47,1178,28.7,2.1,0.7,13.67,307.74,108.59,2.83,8.09,37,46,17
"545",545,66,"A1",116.17,42.02,1358,2.1,382,1238,"D","Grassland","GC","Duolun, Chi",72,1146,21.6,1.48,0.5,14.59,165.8,97.93,1.69,7,33,53,13
"546",546,66,"A1",111.53,29.26,100,16.92,1279,1212,"C","Cropland","LC","Taoyuan County",49,725,17,1.6,0.5,10.63,165.65,54.76,3.03,5.36,6.3,63.1,30.6
"547",547,66,"A1",115.07,26.75,100,17.9,1471.2,1264,"C","Forest","LC","Shixi, Jiangxi",78.57,784.36,17.16,1.2,0.2,14.3,119.81,50.54,2.37,4.6,38,41,21
"548",548,67,"A1",101.62,39.02,1470,7.7,120,1609,"B","Desert","LC","Desert",NA,NA,4.83,0.59,0.6,8.19,332.96,31.69,10.51,8.66,55,32,59
"549",549,67,"A1",112.04,43.56,961,3.8,144,1556,"B","Desert","LC","Desert",NA,NA,1.9,0.22,0.5,8.64,110.37,94.09,1.17,8.63,47,40,21
"550",550,67,"A1",109.87,45.25,905,3.4,126,1388,"B","Desert","LC","Desert",NA,NA,3.32,0.12,0.3,27.67,110.77,94.24,1.18,7.63,27,49,41
"551",551,67,"A1",101.77,38.94,1490,7.8,19,1610,"B","Desert","LC","Desert",NA,NA,0.85,0.07,0.5,12.14,84.72,95.18,0.89,8.85,47,40,42
"552",552,67,"A1",101.88,38.91,1440,7.8,122,1617,"B","Desert","LC","Desert",NA,NA,1.27,0.15,0.6,8.47,84.72,95.18,0.89,8.87,55,32,30
"553",553,67,"A1",111.19,44.08,1147,3.3,134,1484,"B","Desert","LC","Desert",NA,NA,3.48,0.17,0.3,20.47,196.82,103.65,1.9,8.1,27,49,48
"554",554,67,"A1",109.13,45.8,1092,2.1,141,1263,"B","Desert","LC","Desert",NA,NA,5.08,0.26,0.3,19.54,165.44,104.81,1.58,7.69,41,38,52
"555",555,67,"A1",109.62,45.51,987,3,132,1330,"B","Desert","LC","Desert",NA,NA,4.36,0.21,0.3,20.76,164.98,103.64,1.59,8.23,27,49,42
"556",556,67,"A1",111.83,43.75,960,3.8,128,1540,"B","Desert","LC","Desert",NA,NA,1.56,0.05,0.5,31.2,196.8,101.79,1.93,7.23,16,80,5
"557",557,67,"A1",110.73,44.5,963,4,122,1480,"B","Desert","LC","Desert",NA,NA,4.11,0.29,0.3,14.17,111.02,94.38,1.18,7.89,27,49,29
"558",558,67,"A1",104.71,39.65,1268,8.1,104,1808,"B","Desert","LC","Desert",NA,NA,1.66,0.23,0.7,7.22,187.74,42.53,4.41,8.86,51,32,57
"559",559,67,"A1",108.48,41.78,1543,3.7,204,1493,"B","Desert","LC","Desert Steppe",NA,NA,5.33,0.59,0.5,9.03,141.43,98.96,1.43,8.62,16,80,38
"560",560,67,"A1",111.94,41.86,1466,3.3,226,1441,"B","Desert","LC","Desert Steppe",NA,NA,11.97,1.35,0.7,8.87,196.91,102.58,1.92,8.24,29,53,64
"561",561,67,"A1",107.97,46.76,1273,-0.2,209,1094,"B","Desert","LC","Desert Steppe",NA,NA,11.67,0.91,0.1,12.82,87.71,104.67,0.84,7.18,49,35,59
"562",562,67,"A1",108.29,41.83,1369,4.6,183,1506,"B","Desert","LC","Desert Steppe",NA,NA,3.67,0.41,0.5,8.95,141.43,98.96,1.43,8.49,47,40,36
"563",563,67,"A1",112.64,42.58,1143,4.2,203,1522,"B","Desert","LC","Desert Steppe",NA,NA,4.7,0.59,0.6,7.97,148.64,96.89,1.53,8.57,43,41,48
"564",564,67,"A1",112.37,42.2,1302,3.8,216,1481,"B","Desert","LC","Desert Steppe",NA,NA,5.39,0.64,0.6,8.42,170.67,96.85,1.76,8.45,47,39,41
"565",565,67,"A1",114.05,43.85,1065,2.3,222,1435,"B","Desert","LC","Desert Steppe",NA,NA,16.52,1.37,0.6,12.06,169.9,101.8,1.67,7.88,47,39,52
"566",566,67,"A1",107.52,47.32,1439,-2,243,980,"B","Grassland","LC","Typical Steppe",NA,NA,41.19,3.58,0.3,11.51,171.6,110.1,1.56,6.91,41,38,36
"567",567,67,"A1",106.22,48.36,1207,-1.1,261,969,"D","Grassland","LC","Typical Steppe",NA,NA,28.58,2.49,0.5,11.48,126.49,100.21,1.26,6.65,43,37,45
"568",568,67,"A1",116.67,43.55,1270,1.1,342,1191,"B","Grassland","LC","Typical Steppe",NA,NA,22.73,1.93,0.8,11.78,190.62,104.97,1.82,6.99,44,35,38
"569",569,67,"A1",116.78,44.42,1051,1.3,306,1246,"B","Grassland","LC","Typical Steppe",NA,NA,19.26,1.68,0.8,11.46,161.87,104.03,1.56,6.7,44,35,10
"570",570,67,"A1",106.11,48.81,1005,-1.1,287,944,"D","Grassland","LC","Typical Steppe",NA,NA,16.18,1.47,0.5,11.01,127.1,99.29,1.28,7.68,43,37,41
"571",571,67,"A1",106.72,48.21,1194,-0.6,245,966,"D","Grassland","LC","Typical Steppe",NA,NA,33.23,2.55,0.5,13.03,126.29,100.55,1.26,7.08,43,37,79
"572",572,67,"A1",117.6,44.44,1079,1.1,352,1194,"D","Grassland","LC","Typical Steppe",NA,NA,34.93,3.09,0.6,11.3,141.25,100.55,1.4,6.92,19,73,30
"573",573,67,"A1",116.56,43.54,1180,1.6,331,1231,"B","Grassland","LC","Typical Steppe",NA,NA,39.58,3.96,0.8,9.99,190.62,104.97,1.82,6.53,44,35,55
"574",574,67,"A1",106.18,48.9,870,-0.9,279,980,"D","Grassland","LC","Typical Steppe",NA,NA,19.86,1.86,0.5,10.68,127.1,99.29,1.28,7.42,43,37,54
"575",575,67,"A1",117.41,44.46,1128,0.8,346,1172,"D","Grassland","LC","Typical Steppe",NA,NA,48.74,4.39,0.6,11.1,190.77,105.62,1.81,7.14,19,73,45
"576",576,67,"A1",106.5,48.86,883,-0.7,268,963,"D","Grassland","LC","Typical Steppe",NA,NA,21.04,2.08,0.5,10.12,127.44,99.95,1.27,7.35,43,37,43
"577",577,67,"A1",119.67,49.53,719,-1.7,374,967,"D","Grassland","LC","Meadow Steppe",NA,NA,13.84,1.6,0.3,8.65,136.15,105.65,1.29,8.32,43,37,21
"578",578,67,"A1",120.42,49.13,706,-1.5,404,935,"D","Grassland","LC","Meadow Steppe",NA,NA,18.26,1.45,0.6,12.59,178.61,104.96,1.7,6.52,42,35,58
"579",579,67,"A1",106.07,49.16,925,-1.3,307,940,"D","Grassland","LC","Meadow Steppe",NA,NA,34.06,2.91,0.5,11.7,128.16,97.57,1.31,6.54,43,37,11.5
"580",580,67,"A1",105.94,49.37,823,-1,313,937,"D","Grassland","LC","Meadow Steppe",NA,NA,14.86,1.82,0.5,8.16,128.89,96.32,1.34,8.24,43,37,37
"581",581,67,"A1",106.31,49.94,739,-0.9,321,896,"D","Grassland","LC","Meadow Steppe",NA,NA,14.44,1.58,0.5,9.14,196.49,61.42,3.2,8.12,47,32,37
"582",582,67,"A1",111.55,40.95,1692,-1,357,1351,"B","Grassland","LC","Meadow Steppe",NA,NA,6.52,0.68,0.8,9.59,197.47,81.18,2.43,7.92,44,39,64
"583",583,67,"A1",120.03,49.38,640,-1.1,374,942,"D","Grassland","LC","Meadow Steppe",NA,NA,19.65,1.58,0.6,12.44,178.61,104.96,1.7,7.54,42,36,36
"584",584,67,"A1",120.02,49.52,817,-0.8,358,909,"D","Grassland","LC","Meadow Steppe",NA,NA,15.92,1.7,0.3,9.36,142.1,106.53,1.33,7.49,43,37,42
"585",585,67,"A1",119.76,48.86,657,-2.4,404,1003,"D","Grassland","LC","Meadow Steppe",NA,NA,16.55,1.37,0.5,12.08,183.55,105.19,1.74,7.12,43,37,36
"586",586,68,"A1",-88.19,40.06,220,11.1,1042,1203,"D","Grassland","GC","University of Illinois Energy Farm, Urba, IL, USA",38.39,1186.72,16.23,1.58,0.6,10.24,254.2,68.95,3.69,6.8,66,9,25
"587",587,68,"A1",-88.19,40.06,220,11.1,1042,1203,"D","Grassland","GC","University of Illinois Energy Farm, Urba, IL, USA",43.56,1313.39,19.14,1.8,0.6,10.65,254.2,68.95,3.69,6.8,66,9,25
"588",588,68,"A1",-88.19,40.06,220,11.1,1042,1203,"D","Grassland","GC","University of Illinois Energy Farm, Urba, IL, USA",44.31,1403.41,19.23,1.8,0.6,10.66,254.2,68.95,3.69,6.8,66,9,25
"589",589,68,"A1",-88.19,40.06,220,11.1,1042,1203,"D","Cropland","GC","University of Illinois Energy Farm, Urba, IL, USA",33.38,1165.72,17.22,1.6,0.6,10.73,254.2,68.95,3.69,6.8,66,9,25
"590",590,68,"A1",-88.19,40.06,220,11.1,1042,1203,"D","Cropland","GC","University of Illinois Energy Farm, Urba, IL, USA",39.39,1205.67,18.14,1.68,0.6,10.8,254.2,68.95,3.69,6.8,66,9,25
"591",591,68,"A1",-88.19,40.06,220,11.1,1042,1203,"D","Cropland","GC","University of Illinois Energy Farm, Urba, IL, USA",37.01,1165.6,15.92,1.5,0.6,10.62,254.2,68.95,3.69,6.8,66,9,25
"592",592,69,"A1",11.75,48.83,354,7.4,803,847,"D","Cropland","GC","Scheyern Research Farm, Munich, Germany",42.7,658,12.3,1.33,0.5,9.25,222,24,9.25,7.1,27,50,23
"593",593,69,"A1",11.75,48.83,354,7.4,803,847,"D","Cropland","GC","Scheyern Research Farm, Munich, Germany",40.1,617,13,1.46,0.5,8.9,168,19,8.84,7.1,27,54,19
"594",594,70,"A1",144.6,43.32,27,5.8,1169.7,880,"D","Forest","GC","Shibecha, Hokkaido Forest Research Station, Kyoto University, Japan",190,4600,106.2,7.1,1.1,14.96,374.77,75.37,4.97,5.8,41,33,26
"595",595,70,"A1",144.6,43.32,27,5.8,1169.7,880,"D","Forest","GC","Shibecha, Hokkaido Forest Research Station, Kyoto University, Japan",190,4100,86.7,6.3,1.1,13.76,374.77,75.37,4.97,5.8,41,33,26
"596",596,70,"A1",144.6,43.32,27,5.8,1169.7,880,"D","Forest","GC","Shibecha, Hokkaido Forest Research Station, Kyoto University, Japan",200,3500,90.8,6,1.1,15.13,374.77,75.37,4.97,5.8,41,33,26
"597",597,71,"A1",115.54,26.74,265,17.8,1470,1254,"C","Cropland","GC","Qianyanzhou",23.42,99.62,9.1,1,0.3,9.1,307,51.84,5.92,6,48,12,40
"598",598,71,"A1",115.54,26.74,265,17.8,1470,1254,"C","Cropland","GC","Qianyanzhou",34.21,148.3,12.5,1.3,0.3,9.62,435,51.84,8.39,6,48,12,40
"599",599,71,"A1",115.54,26.74,265,17.8,1470,1254,"C","Cropland","GC","Qianyanzhou",39.34,187.92,14.2,1.5,0.3,9.47,561,51.84,10.82,6,48,12,40
"600",600,71,"A1",115.54,26.74,265,17.8,1470,1254,"C","Cropland","GC","Qianyanzhou",43.71,232.08,15.1,1.5,0.3,10.07,445,51.84,8.58,6,48,12,40
"601",601,71,"A1",115.54,26.74,265,17.8,1470,1254,"C","Cropland","GC","Qianyanzhou",33.94,165.28,15.1,1.5,0.3,10.07,171,51.84,3.3,6,48,12,40
"602",602,72,"A1",133.52,47.58,56,1.93,610,898,"D","Wetland","GC","Sanjiang Experimental Station ofWetland Ecology",132.19,2093.45,37.88,3.59,0.7,10.55,213.15,94.93,2.25,5.5,41,39,20
"603",603,72,"A1",133.52,47.58,56,1.93,610,898,"D","Cropland","GC","Sanjiang Experimental Station ofWetland Ecology",98.01,1780.06,26.11,2.33,0.7,11.2,213.15,94.93,2.25,5.19,41,39,20
"604",604,72,"A1",133.52,47.58,56,1.93,610,898,"D","Cropland","GC","Sanjiang Experimental Station ofWetland Ecology",93.45,1411.97,25.87,2.31,0.7,11.2,213.15,94.93,2.25,5.09,41,39,20
"605",605,72,"A1",133.52,47.58,56,1.93,610,898,"D","Cropland","GC","Sanjiang Experimental Station ofWetland Ecology",85.47,1304.84,25.52,2.22,0.7,11.5,213.15,94.93,2.25,5.19,41,39,20
"606",606,72,"A1",133.52,47.58,56,1.93,610,898,"D","Cropland","GC","Sanjiang Experimental Station ofWetland Ecology",120.8,1540.74,34.73,3.5,0.7,9.92,213.15,94.93,2.25,5.44,41,39,20
"607",607,72,"A1",133.52,47.58,56,1.93,610,898,"D","Cropland","GC","Sanjiang Experimental Station ofWetland Ecology",134.47,1642.17,36.13,3.59,0.7,10.06,213.15,94.93,2.25,5.43,41,39,20
"608",608,73,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",56.22,523.56,16.5,1.25,0.4,13.2,67,103.91,0.64,8.69,40,48,12
"609",609,73,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",65.56,476.67,13.5,1.16,0.4,11.64,67,103.91,0.64,8.88,40,48,12
"610",610,73,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",43.33,262.22,9.93,0.94,0.4,10.56,67,103.91,0.64,8.88,40,48,12
"611",611,73,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",32.67,189.78,7.43,0.72,0.4,10.32,67,103.91,0.64,8.97,40,48,12
"612",612,73,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",21.11,143.33,5.97,0.66,0.4,9.05,67,103.91,0.64,9.08,40,48,12
"613",613,74,"A1",-88.5,35.37,173,13.4,1771,1443,"C","Cropland","GC","Jackson, USA",48,1045,11.25,1.13,0.5,9.96,229.34,62.07,3.69,5.5,69.62,17,13.37
"614",614,74,"A1",-88.5,35.37,173,13.4,1771,1443,"C","Cropland","GC","Jackson, USA",33,732,9.32,0.95,0.5,9.81,229.34,62.07,3.69,5.5,72.03,10.98,16.99
"615",615,74,"A1",-88.5,35.37,173,13.4,1771,1443,"C","Cropland","GC","Jackson, USA",38,962,15.63,1.51,0.5,10.35,229.34,62.07,3.69,5.5,76.15,10.68,13.17
"616",616,74,"A1",-88.5,35.37,173,13.4,1771,1443,"C","Cropland","GC","Jackson, USA",57,996,11.98,1.19,0.5,10.07,229.34,62.07,3.69,5.5,71.23,12.65,16.12
"617",617,74,"A1",-88.5,35.37,173,13.4,1771,1443,"C","Cropland","GC","Jackson, USA",39,747,10.89,1.08,0.5,10.08,229.34,62.07,3.69,5.5,80.47,8.23,11.3
"618",618,74,"A1",-88.5,35.37,173,13.4,1771,1443,"C","Cropland","GC","Jackson, USA",28,685,9.95,0.92,0.5,10.82,229.34,62.07,3.69,5.5,58.5,12.71,28.79
"619",619,75,"A1",116.93,28.26,39,7.5,700,1337,"C","Cropland","LC","tiol Field Observation and Research Station of Shenyang Agro-ecosystems",NA,NA,10.5,1.06,0.2,9.9,236.5,66.71,3.55,5.38,13,66.37,20.67
"620",620,76,"A1",10.12,33.53,304,26,186,2305,"B","Forest","GC","Gulf of Gabes, Tunisia",16.4,316.6,19.26,1.7,0.8,11.33,56.54,63.25,0.89,7.78,26,56,17
"621",621,76,"A1",10.12,33.53,304,26,186,2305,"B","Forest","GC","Gulf of Gabes, Tunisia",17,252,19.18,1.4,0.8,13.7,56.54,63.25,0.89,7.92,26,56,17
"622",622,76,"A1",10.12,33.53,304,26,186,2305,"B","Desert","GC","Gulf of Gabes, Tunisia",5,71.5,5.1,1.05,0.8,4.86,56.54,63.25,0.89,7.55,26,56,17
"623",623,76,"A1",8.52,33.4,20,24.5,74,2743,"B","Forest","GC","Guettaya, Tunisia",14.4,194.2,18.08,1.06,0.7,17.06,271.4,36.79,7.38,7.6,5,90,5
"624",624,76,"A1",8.52,33.4,20,24.5,74,2743,"B","Forest","GC","Guettaya, Tunisia",10.2,134.6,9.56,1.14,0.7,8.39,271.4,36.79,7.38,7.58,5,90,5
"625",625,76,"A1",8.52,33.4,20,24.5,74,2743,"B","Desert","GC","Guettaya, Tunisia",3,54.5,10.2,1.05,0.7,9.71,271.4,36.79,7.38,7.95,5,90,5
"626",626,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",19.1,224,5.69,0.59,0.2,9.64,56.8,66.71,0.85,4.96,25.6,33.2,41.2
"627",627,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",20.5,263,6.44,0.7,0.2,9.2,80.5,66.71,1.21,5.2,25.6,33.2,41.2
"628",628,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",19.4,247.3,6.32,0.72,0.2,8.78,83.2,66.71,1.25,6.59,25.6,33.2,41.2
"629",629,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",22.7,275.9,6.62,0.78,0.2,8.49,115.4,66.71,1.73,5.13,25.6,33.2,41.2
"630",630,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",23.7,298.9,7.13,0.82,0.2,8.7,128.4,66.71,1.92,5.16,25.6,33.2,41.2
"631",631,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",23.6,286.3,6.76,0.82,0.2,8.24,132.1,66.71,1.98,5.17,25.6,33.2,41.2
"632",632,77,"A1",116.93,28.26,39,17.6,1795,1337,"C","Cropland","GC","Red Soil Ecology Experimental Station, Yujiang County, Jiangxi Province",23,319.8,8.21,0.85,0.2,9.66,118.5,66.71,1.78,5.57,25.6,33.2,41.2
"633",633,78,"A1",107.88,35.28,1200,9.2,548,1211,"D","Cropland","LC","Changwu Agricultural and Ecological Experimental Station",32.31,449.94,8.68,1.02,0.5,8.51,77.03,13.85,5.56,7.92,13,72,15
"634",634,78,"A1",107.88,35.28,1200,9.2,548,1211,"D","Cropland","LC","Changwu Agricultural and Ecological Experimental Station",28.57,352.38,7.99,0.98,0.5,8.15,66.16,8.18,8.09,8.23,13,72,15
"635",635,78,"A1",107.88,35.28,1200,9.2,548,1211,"D","Cropland","LC","Changwu Agricultural and Ecological Experimental Station",24.98,356.9,7.86,1.04,0.5,7.56,77.33,24.4,3.17,7.81,13,72,15
"636",636,78,"A1",107.88,35.28,1200,9.2,548,1211,"D","Cropland","LC","Changwu Agricultural and Ecological Experimental Station",23.81,319.05,7.52,0.93,0.5,8.09,66.87,21.52,3.11,8.21,13,72,15
"637",637,78,"A1",107.88,35.28,1200,9.2,548,1211,"D","Cropland","LC","Changwu Agricultural and Ecological Experimental Station",46.25,561,12.87,1.6,0.5,8.04,87.41,41.43,2.11,7.32,13,72,15
"638",638,78,"A1",107.88,35.28,1200,9.2,548,1211,"D","Cropland","LC","Changwu Agricultural and Ecological Experimental Station",42.86,485.71,11.69,1.3,0.5,8.99,69.89,33.36,2.1,8.06,13,72,15
"639",639,79,"A1",128.15,42.15,850,2.9,700,864,"D","Forest","GC","Changbai Mountain tiol ture Reserve",223.59,5395.76,139.09,7.49,1.2,18.56,243.31,47.02,5.17,5.8,40,43,17
"640",640,79,"A1",128.15,42.15,850,2.9,700,864,"D","Forest","GC","Changbai Mountain tiol ture Reserve",301.53,6797.56,167,10.06,1.2,16.6,243.31,47.02,5.17,5.8,40,43,17
"641",641,79,"A1",128.15,42.15,850,2.9,700,864,"D","Forest","GC","Changbai Mountain tiol ture Reserve",308.61,7334.95,189.75,11.01,1.2,17.23,243.31,47.02,5.17,5.8,40,43,17
"642",642,79,"A1",128.15,42.15,850,2.9,700,864,"D","Forest","GC","Changbai Mountain tiol ture Reserve",314.54,7536.74,190.39,10.61,1.2,17.95,243.31,47.02,5.17,5.8,40,43,17
"643",643,79,"A1",128.15,42.15,850,2.9,700,864,"D","Forest","GC","Changbai Mountain tiol ture Reserve",285.34,6337.8,176.01,10.23,1.2,17.21,243.31,47.02,5.17,5.8,40,43,17
"644",644,80,"A1",12.96,47.05,1300,1.9,1850,532,"E","Grassland","LC","Mt. Sonnblick, north of Innsbruck (Austria)",NA,5190,162,12.23,0.7,13.25,221.35,25,8.86,4.8,52.5,40.5,8.5
"645",645,80,"A1",12.96,47.05,1600,3.8,1480,532,"E","Forest","LC","Mt. Sonnblick, north of Innsbruck (Austria)",162,3300,97,5.19,0.7,18.7,221.35,25,8.86,4.3,52.5,40.5,8.5
"646",646,80,"A1",12.96,47.05,2100,5.9,1067,532,"E","Forest","LC","Mt. Sonnblick, north of Innsbruck (Austria)",222,3110,93,5.01,0.7,18.56,221.35,25,8.86,4.5,52.5,40.5,8.5
"647",647,81,"A1",108.28,15.14,485,19.45,1422,1579,"A","Cropland","GC","Guangxi Zhuang Autonomous Region, southwest Chi",38.59,672.2,14.14,1.7,0.6,8.32,529.42,37.72,14.04,7.03,30,40,28
"648",648,81,"A1",108.28,15.14,485,19.45,1422,1579,"A","Cropland","GC","Guangxi Zhuang Autonomous Region, southwest Chi",57.31,829.88,17.56,1.9,0.6,9.24,549.08,33.36,16.46,5.99,30,40,28
"649",649,81,"A1",108.28,15.14,485,19.45,1422,1579,"A","Cropland","GC","Guangxi Zhuang Autonomous Region, southwest Chi",46.1,639,16.47,2.01,0.6,8.19,454.5,37.27,12.19,6.13,30,40,28
"650",650,81,"A1",108.28,15.14,485,19.45,1422,1579,"A","Cropland","GC","Guangxi Zhuang Autonomous Region, southwest Chi",61.5,1136.93,29.42,2.58,0.6,11.4,1041,91.14,11.42,7.15,30,40,28
"651",651,81,"A1",108.28,15.14,485,19.45,1422,1579,"A","Forest","GC","Guangxi Zhuang Autonomous Region, southwest Chi",120.97,2074.69,61.52,3.84,0.6,16.02,2405.75,175.4,13.72,7.33,30,40,28
"652",652,82,"A1",111.42,33.47,732,15.1,894,1244,"C","Forest","GC","Baotianman ture Reserve, Hen Province, Central Chi",268.86,2090.67,41.6,2.75,0.3,15.13,139.84,60.07,2.33,6,63,14,23
"653",653,83,"A1",126.53,45.8,117,4.1,556,1123,"D","Forest","GC","Haerbin",38,783,27.6,2.11,0.8,13.08,253.64,81.89,3.1,6.91,25.2,66.9,7.9
"654",654,83,"A1",117.28,34.21,35,14.9,694,1468,"C","Forest","GC","Xuzhou",18,339,14.1,1.26,0.7,11.19,164.28,64.38,2.55,7.32,23.7,67.9,8.4
"655",655,83,"A1",112.97,28.2,54,18.3,1496,1161,"C","Forest","GC","Changsha",57,711,27.3,2.89,0.3,9.45,181.9,57.22,3.18,5.27,23.9,69.4,6.7
"656",656,83,"A1",108.88,18.72,1066,24.2,1955,1413,"A","Forest","GC","Jiangfengling",59,673,25.7,2.21,0.8,11.63,110.87,98.46,1.13,5.27,22.5,70.1,7.4
"657",657,84,"A1",117.36,26.19,315,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",98,1442,51.8,2.75,0.3,18.84,124.17,50.72,2.45,4.08,16.4,37.3,46.3
"658",658,84,"A1",117.36,26.19,315,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",58,898,30,1.91,0.3,15.71,124.17,50.72,2.45,4.44,15.2,34.9,50
"659",659,84,"A1",117.36,26.19,301,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",52,581,18.6,1.13,0.3,16.46,124.17,50.72,2.45,4.47,11.1,39,50
"660",660,84,"A1",117.36,26.19,303,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",61,712,20.9,1.29,0.3,16.2,124.17,50.72,2.45,4.52,12.3,37.5,50.3
"661",661,84,"A1",117.36,26.19,315,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",85,671,27,1.47,0.3,18.37,124.17,50.72,2.45,4.1,16.3,40.6,43.1
"662",662,84,"A1",117.36,26.19,315,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",42,298,12.7,1.06,0.3,11.98,124.17,50.72,2.45,4.28,17.5,36.6,45.8
"663",663,84,"A1",117.36,26.19,301,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",35,262,10.7,0.75,0.3,14.27,124.17,50.72,2.45,4.39,13.3,40.8,45.8
"664",664,84,"A1",117.36,26.19,303,19.1,1750,1342,"C","Forest","GC","Sanming, Chi",44,309,11.7,0.86,0.3,13.6,124.17,50.72,2.45,4.35,16.6,41.1,42.4
"665",665,85,"A1",115.43,39.97,1400,5.4,500,1398,"B","Forest","GC","Mt. Dongling",114.38,2910.71,67.2,5.18,0.5,12.97,123.81,78.47,1.58,7.08,49,46,5
"666",666,85,"A1",115.42,39.95,1250,5.7,507,1370,"B","Forest","GC","Mt. Dongling",83.28,1969.7,42.1,2.98,0.5,14.13,123.81,78.47,1.58,6.53,52,42,6
"667",667,86,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",67.2,853,22.5,1.57,0.4,14.33,67,103.91,0.64,8.58,40,48,12
"668",668,86,"A1",92.93,34.85,4668,-3.8,383,973,"E","Grassland","GC","Beiluhe Observation and Research Station",47.75,383,13.79,0.96,0.4,14.36,67,103.91,0.64,8.57,40,48,12
"669",669,87,"A1",125.27,48.97,315,3.3,525,994,"D","Grassland","GC","Keshan Farm, in Heilongjiang province of northeastern Chi",111.4,1955.15,35.61,2.85,0.9,12.5,227.24,99.5,2.28,6.42,40.5,25.3,34.1
